timestamp,test,metric,value,unit,product_name,official,owner,run_uri,sample_uri,ip_type,perfkitbenchmarker_version,receiving_zone,sending_zone,vm_1_cloud,vm_1_cpus,vm_1_image,vm_1_memory_mib,vm_1_vm_count,vm_1_zone,vm_2_cloud,vm_2_cpus,vm_2_image,vm_2_memory_mib,vm_2_vm_count,vm_2_zone
1471028681.89234,ping,Min Latency,0.189,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,c16e6050-74de-48a3-8cea-729221aff9f3,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028681.892362,ping,Average Latency,0.26,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,6c32eebb-3d07-454f-9824-ca1651305116,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028681.892366,ping,Max Latency,0.44,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,99fc91cf-859c-4dbc-8e24-cd4b923a5023,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028681.892368,ping,Latency Std Dev,0.044,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,2a359961-1e65-4bf4-b96e-e0a5e3e7ba1c,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028782.039578,ping,Min Latency,0.181,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,d9e616e3-a2ff-4f97-8cf3-b494663c3050,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028782.039604,ping,Average Latency,0.257,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,0e32c656-d38a-446e-bd16-c8c069dfb49f,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028782.03961,ping,Max Latency,0.4,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,5a09d672-091d-4e63-b6f0-13e7a8b066c8,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028782.039615,ping,Latency Std Dev,0.034,ms,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,590da2aa-d8f9-4927-bb64-840be3db81a9,internal,unknown,us-east1-b,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
1471028892.58418,ping,End to End Runtime,455.9532198905945,seconds,PerfKitBenchmarker,False,root,73682b63-40d984fc-a610-4f50-93d0-1105b73966c0,ecfe0040-a360-4807-9840-879a4a7541ab,,unknown,,,GCP,1,ubuntu-14-04,1024,1,us-east1-b,GCP,1,ubuntu-14-04,1024,1,us-east1-b
